group,activity,value,description,groupsize,timeframe,method,facilitation,url,pic
Evaluate,Video Analysis,0,A video is shown. It is interrupted frequently to highlight aspects and details. A discussion and quizzes follow.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Evaluate,Group formation,0,This activity helps educators form teams according to students' interests.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Evaluate,Peer assessment,100,Students give feedback to their peers on a individual or team basis.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Evaluate,SOS Mentimeter,0,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Evaluate,Breakout Pitches,50,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Evaluate,Open Exam,100,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Evaluate,Touch Blue,0,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Evaluate,Appreciation Circle,0,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Evaluate,Flipped classroom,100,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Evaluate,Student-led Questionnaire,100,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Evaluate,Free Component,0,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Analyze,Local customs and manners,0,Students are divided into groups. Each group reads part of a long article before class. Online students are divided into mixed breakout groups to share the information.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Analyze,Video Analysis,50,A video is shown. It is interrupted frequently to highlight aspects and details. A discussion and quizzes follow.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Analyze,Group formation,0,This activity helps educators form teams according to students' interests.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Analyze,Peer assessment,100,Students give feedback to their peers on a individual or team basis.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Analyze,SOS Mentimeter,0,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Analyze,Breakout Pitches,50,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Analyze,Open Exam,100,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Analyze,Touch Blue,0,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Analyze,Appreciation Circle,0,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Analyze,Flipped classroom,100,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Analyze,Student-led Questionnaire,0,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Analyze,Free Component,100,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Apply,Local customs and manners,0,Students are divided into groups. Each group reads part of a long article before class. Online students are divided into mixed breakout groups to share the information.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Apply,Video Analysis,0,A video is shown. It is interrupted frequently to highlight aspects and details. A discussion and quizzes follow.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Apply,Group formation,0,This activity helps educators form teams according to students' interests.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Apply,Peer assessment,100,Students give feedback to their peers on a individual or team basis.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Apply,SOS Mentimeter,0,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Apply,Breakout Pitches,0,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Apply,Open Exam,100,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Apply,Touch Blue,0,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Apply,Appreciation Circle,0,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Apply,Flipped classroom,100,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Apply,Student-led Questionnaire,0,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Apply,Free Component,100,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Understand,Local customs and manners,50,Students are divided into groups. Each group reads part of a long article before class. Online students are divided into mixed breakout groups to share the information.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Understand,Video Analysis,100,A video is shown. It is interrupted frequently to highlight aspects and details. A discussion and quizzes follow.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Understand,Group formation,50,This activity helps educators form teams according to students' interests.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Understand,Peer assessment,50,Students give feedback to their peers on a individual or team basis.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Understand,SOS Mentimeter,0,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Understand,Breakout Pitches,0,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Understand,Open Exam,100,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Understand,Touch Blue,0,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,""activities/localcustoms.html"
Understand,Appreciation Circle,0,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Understand,Flipped classroom,100,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Understand,Student-led Questionnaire,50,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Understand,Free Component,100,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Remember,Local customs and manners,50,Students are divided into groups. Each group reads part of a long article before class. Online students are divided into mixed breakout groups to share the information.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Remember,Video Analysis,100,A video is shown. It is interrupted frequently to highlight aspects and details. A discussion and quizzes follow.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Remember,Group formation,50,This activity helps educators form teams according to students' interests.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Remember,Peer assessment,50,Students give feedback to their peers on a individual or team basis.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Remember,SOS Mentimeter,0,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Remember,Breakout Pitches,0,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Remember,Open Exam,50,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Remember,Touch Blue,0,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Remember,Appreciation Circle,0,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Remember,Flipped classroom,100,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Remember,Student-led Questionnaire,50,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Remember,Free Component,50,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Activate,Local customs and manners,100,Students are divided into groups. Each group reads part of a long article before class. Online students are divided into mixed breakout groups to share the information.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Activate,Video Analysis,0,A video is shown. It is interrupted frequently to highlight aspects and details. A discussion and quizzes follow.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Activate,Group formation,100,This activity helps educators form teams according to students' interests.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Activate,Peer assessment,50,Students give feedback to their peers on a individual or team basis.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Activate,SOS Mentimeter,100,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Activate,Breakout Pitches,100,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Activate,Open Exam,50,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Activate,Touch Blue,100,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Activate,Appreciation Circle,100,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Activate,Flipped classroom,50,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Activate,Student-led Questionnaire,50,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
Activate,Free Component,50,Students develop their own multiple choice question throughout the course and provide those to fellow students to solve.,unlimited,30 minutes,Asynchronous,Beginner,"activities/localcustoms.html"
